id,state,lgbt,owner,sliding_fee,accredited,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,supp_women,supp_men,supp_cooccur,supp_hiv,supp_sexabuse,supp_ipv,supp_trauma,num_assessment,num_test,num_medical,num_transition,num_recovery,num_education,num_ancillary,num_psychopharm
201908222,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,4,2,5,2,2
201908223,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,5,7,0,4,6,8,6,3
201908224,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,5,7,0,3,5,8,4,11
201908225,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,7,8,2,4,5,10,5,7
201908226,MI,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,3,1,6,3,5
201908227,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,8,6,0,3,5,10,6,0
201908228,MI,1,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,6,0,0,3,3,8,4,1
201908229,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,8,7,2,4,4,9,6,3
201908230,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,3,1,9,4,6
201908231,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,5,2,0,4,2,5,2,10
201908232,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,1,5,2,0,3,5,6,6,0
201908233,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,1,1,0,0,0,0,5,0,0,2,1,6,3,2
201908234,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,4,4,0,4,5,8,3,3
201908235,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,1,2,3
201908236,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,1,4,2,0,1,0,5,1,6
201908237,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,3,2,7,3,8
201908238,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,2,0,5,3,0
201908239,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,1,1,0,0,0,0,1,4,5,0,4,5,8,5,8
201908240,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,3,0,6,3,0
201908241,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,6,4,0,3,5,3,5,0
201908242,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,5,6,2,3,6,10,5,1
201908243,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,3,1,5
201908244,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0
201908245,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,4,6,8,6,0
201908246,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,0,1,1,6,7,0,3,5,10,4,1
201908247,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,3,4,5,1,0
201908248,MI,0,Tribal Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,3,2,6,3,0
201908249,MI,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,5,0,0,2,1,5,3,1
201908250,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,1,6,3,2
201908251,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,3,1,1
201908252,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,1,7,3,4
201908253,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,5,4,0,2,2,5,4,3
201908254,MI,1,"Private, Non-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,8,0,0,3,3,8,4,0
201908255,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,1,7,3,3
201908256,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,1,7,3,4
201908257,MI,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,5,2,0
201908258,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,0,1,6,2,0,3,3,5,3,0
201908259,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,1,4,2,0,3,3,5,5,0
201908260,MI,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,3,0,0
201908261,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,4,1,4,3,1
201908262,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,0,0,0,0,0,5,1,0,3,1,5,4,1
201908263,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,8,6,0,4,6,9,8,7
201908264,MI,0,Tribal Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,1,7,2,0,3,5,9,7,2
201908265,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,8,4,0,4,6,9,8,5
201908266,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,0,1,0,0,0,1,3,7,0,4,5,8,5,5
201908267,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,4,1,0,2,0,4,2,1
201908268,MI,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,5,8,2,4,5,7,3,1
201908269,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,0,0,0,6,1,0,2,1,5,4,2
201908270,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,0,0,6,2,0,3,5,5,5,0
201908271,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,0,1,7,0,0,2,4,9,5,2
201908272,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,4,3,0,4,5,5,5,0
201908273,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,0,2,1,5,3,2
201908274,MI,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,0,1,0,4,3,0,3,0,3,2,0
201908275,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,4,2,1
201908276,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,5,2,0,2,1,7,3,1
201908277,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,7,2,0,4,3,5,3,1
201908278,MI,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,8,0,0,3,5,9,4,1
201908279,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,0,0,0,0,0,6,7,0,4,6,8,7,4
201908280,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,1,4
201908281,MI,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,3,0,0
201908282,MI,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,8,7,0,3,1,6,1,13
201908283,MI,1,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,1,1,1,1,7,2,0,2,1,5,4,0
201908284,MI,0,State Government,0,1,1,1,0,0,NA,NA,NA,1,1,1,0,1,1,0,1,1,0,0,0,0,8,7,2,4,4,10,6,12
201908285,MI,0,"Private, Non-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,0,0,0,0,0,5,1,0,0,0,6,1,7
201908286,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,1,6,2,0,4,4,3,4,1
201908287,MI,1,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,1,1,6,1,0,4,4,6,4,1
201908288,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,4,5,0,4,5,6,4,2
201908289,MI,1,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,1,1,7,1,0,3,2,7,3,0
201908290,MI,0,"Private, Non-profit",0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,3,3,0,3,5,7,2,0
201908291,MI,0,Tribal Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,1,0,0,0,0,7,2,0,4,5,7,6,9
201908292,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,5,5,0,3,4,7,7,0
201908293,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,1,1,1,7,3,2,4,6,10,7,7
201908294,MI,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2,0,3,2,0
201908295,MI,1,"Private, For-profit",0,1,1,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,6,1,0,4,2,4,2,4
201908296,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,0,0,1,1,1,6,2,0,3,3,8,6,1
201908297,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,5,1,0,4,0,4,2,0
201908298,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,1,6,0,0,2,2,5,4,2
201908299,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,3,0,4,1,0
201908300,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,4,0,3,1,0
201908301,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,1,1,8,2,0,3,6,9,8,0
201908302,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,1,0,5,1,8
201908303,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,3,4,8,4,5
201908304,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,4,6,3,2
201908305,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0,4,1,4,3,1
201908306,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,3,1,5
201908307,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,1,1,5,3,0,4,6,9,5,1
201908308,MI,1,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,0,0,1,5,1,0,2,0,8,4,4
201908309,MI,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,1,1,1,5,3,0,4,3,6,1,0
201908310,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,0,1,0,0,0,1,1,1,5,8,1,4,3,7,4,5
201908311,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,3,2,6,5,1
201908312,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,4,1,0
201908313,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,1,1,1,5,2,0,2,0,6,2,1
201908314,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,5,6,0,3,3,8,5,7
201908315,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,1,2,2,7,5,2
201908316,MI,0,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,5,2,0,3,0,6,2,1
201908317,MI,1,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,7,3,0,3,2,3,5,2
201908318,MI,0,"Private, Non-profit",0,1,1,1,0,0,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,8,8,2,3,4,8,5,9
201908319,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,0,0,0,0,4,7,2,3,5,8,4,2
201908320,MI,1,"Private, Non-profit",1,1,0,NA,NA,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,4,5,0,4,4,3,4,5
201908321,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,0,0,0,0,6,6,0,3,1,7,2,5
201908322,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,7,2,0,3,2,8,3,0
201908323,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,6,2,0,3,5,9,6,0
201908324,MI,0,State Government,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,7,8,2,4,6,10,6,13
201908325,MI,1,State Government,0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,8,7,2,4,6,10,6,13
201908326,MI,0,"Private, Non-profit",0,1,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,4,8,0,1,3,4,1,11
201908327,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,0,0,0,0,6,6,0,3,1,7,2,5
201908328,MI,0,"Private, Non-profit",0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,6,7,1,4,3,9,3,8
201908329,MI,1,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,6,2,0,3,6,7,5,0
201908330,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,5,2,0,4,6,5,4,0
201908331,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,4,0,6,3,0
201908332,MI,0,Tribal Government,1,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,1,0,3,3,4,5,1
201908333,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,1,0,0,0,0,4,1,0,3,2,8,4,5
201908334,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,5,2,0,3,5,8,4,2
201908335,MI,1,"Private, Non-profit",0,1,0,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6,6,1,4,6,9,8,9
201908336,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,4,7,1,4,5,9,6,6
201908337,MI,1,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,8,5,0,4,5,9,5,0
201908338,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,8,9,2,4,3,8,5,10
201908339,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,5,2,0,3,5,6,4,1
201908340,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,1,1,5,2,0,4,2,5,5,0
201908341,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,0,0,5,2,0,1,2,3,6,0
201908342,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,6,7,1,4,5,6,3,6
201908343,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,6,4,0,2,2,5,6,3
201908344,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,7,7,0,3,5,9,7,8
201908345,MI,0,Tribal Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,1,0,0,7,7,2,4,3,9,7,9
201908346,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,2,7,4,0
201908347,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,6,2,0,3,6,10,6,12
201908348,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,2,3,0,4,4,9,4,3
201908349,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,3,3,7,2,0
201908350,MI,1,"Private, For-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,6,0,0,3,0,5,2,1
201908351,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,0,6,0,0,3,4,3,4,1
201908352,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,5,2,0
201908353,MI,0,"Private, Non-profit",0,1,1,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,8,0,2,2,7,3,8
201908354,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,2,2,3,2,0
201908355,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,5,2,0,3,3,7,3,0
201908356,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,5,2,0,3,6,7,6,4
201908357,MI,0,"Private, Non-profit",0,1,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,3,7,0,1,2,4,1,6
201908358,MI,0,Local Government,1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,8,4,0,3,5,6,3,1
201908359,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,6,7,0,4,5,9,5,3
201908360,MI,1,"Private, Non-profit",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,7,8,2,3,3,6,3,11
201908361,MI,1,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,1,7,0,0,4,5,9,6,0
201908362,MI,1,"Private, Non-profit",1,1,0,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,7,8,0,4,6,10,8,7
201908363,MI,0,"Private, Non-profit",0,1,0,NA,NA,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,6,5,0,3,5,9,4,8
201908364,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,5,4,0,4,6,9,4,4
201908365,MI,0,"Private, Non-profit",1,1,0,NA,NA,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,4,0,3,5,7,2,0
201908366,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,2,0,2,1,3
201908367,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,4,1,2
201908368,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,0,1,0,0,0,0,5,5,0,3,1,9,4,6
201908369,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,3,1,9,4,6
201908370,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,1,1,1,7,1,0,2,4,8,6,1
201908371,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,5,2,0,4,4,5,5,0
201908372,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,6,2,0,4,4,5,5,0
201908373,MI,1,"Private, Non-profit",1,1,0,NA,NA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,5,2,0,3,6,8,4,7
201908374,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,1,1,0,0,0,1,6,2,0,3,5,5,4,0
201908375,MI,0,Tribal Government,0,1,0,NA,NA,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,8,3,0,4,5,8,6,2
201908376,MI,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,4,3,0
201908377,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,7,2,0,4,6,7,4,3
201908378,MI,0,"Private, Non-profit",1,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,3,4,7,3,1
201908379,MI,0,Tribal Government,0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,4,4,5,5,1
201908380,MI,1,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,1,1,1,6,1,0,4,5,9,5,7
201908381,MI,0,"Private, For-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,3,1,1
201908382,MI,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,3,0,5,4,0
201908383,MN,0,"Private, Non-profit",0,1,0,NA,NA,0,NA,NA,NA,1,0,0,1,1,1,0,0,1,0,0,0,0,6,3,0,4,2,9,2,7
201908384,MN,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,1,1,1,0,0,0,0,8,2,0,2,1,8,4,0
201908385,MN,1,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,1,0,1,0,0,1,1,1,1,1,4,2,0,3,0,7,3,1
201908386,MN,0,"Private, For-profit",0,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,3,4,7,2,0
201908387,MN,0,"Private, For-profit",1,0,0,NA,NA,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,6,3,0,3,2,6,2,0
